,CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS
862,10952,5300100010952,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 06 DE TAGUATINGA,UBS 06 TAGUATINGA,,,E,,,,,3,2,72155000,SETOR C SUL AE 01 TAGUATINGA SUL,01,TAGUATINGA CENTRO,(61)3352-8508,"-15,836187","-48,063018",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap6.tag@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
863,10960,5300100010960,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 07 DE TAGUATINGA,UBS 07 TAGUATINGA,,,E,,,,,3,2,72155000,QNM 36 AREA ESPECIAL N,10,TAGUATINGA NORTE,(61) 3471-4767,"-15,800636","-48,09323",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap7.tag@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
864,10979,5300400010979,53,530040,394700000108.0,CENTRO DE SAUDE NR 01 DE CEILANDIA,CSC 01 CEILANDIA,,,E,,,,,3,2,72215170,AREA ESPECIAL,1,CEILANDIA DF,(61)33711482,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,csc01@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,SIM
865,10987,5300100010987,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 DA CEILANDIA,UBS 2 CEILANDIA,,,E,,,,,3,2,72225150,QNN 15 LOTE F,15,CEILANDIA NORTE,61 2017 2064,"-15,807759","-48,120503",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap02cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
866,10995,5300100010995,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 3 DA CEILANDIA,UBS 3 CEILANDIA,,,E,,,,,3,2,72215150,QNM 15 LOTE D AREA ESPECIAL,15,CEILANDIA SUL,61 2017 2074,"-15,830964","-48,09647",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap03cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
867,11002,5300100011002,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 4 DA CEILANDIA,UBS 4 CEILANDIA,,,E,,,,,3,2,72220160,QNN 16 LOTE F,16,CEILANDIA SUL,61 20171145,"-15,835526","-48,105032",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap04cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
868,11010,5300100011010,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 5 DA CEILANDIA,UBS 5 CEILANDIA,,,E,,,,,3,2,72210160,QNM 16 LOTE F AREA ESPECIAL,16,CEILANDIA NORTE,61 20172076,"-15,803237","-48,111877",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap05cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
869,11029,5300100011029,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 6 DE CEILANDIA,UBS 6 CEILANDIA,,,E,,,,,3,2,72231413,EQNP 10 14 LOTES E F G H,S/N,CEILANDIA,(61)33767512,"-15,840109","-48,114345",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap06cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
870,11037,5300100011037,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 7 DE CEILANDIA,UBS 7 CEILANDIA,,,E,,,,,3,2,72255000,QNO 10 AREA ESPECIAL D E,10,SETOR O,(61) 20174481,"-15,795681","-48,131103",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap07cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
871,11045,5300100011045,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 8 DA CEILANDIA,UBS 8 CEILANDIA,,,E,,,,,3,2,72241540,EQNP 13 17 LOTES A B C D P NORTE,S/N,CEILANDIA NORTE,(61)35859880,"-15,806933","-48,130009",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap08cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
872,11053,5300100011053,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 9 DA CEILANDIA,UBS 9 CEILANDIA,,,E,,,,,3,2,72235571,EQNP 28 32 LOTES A B C D,S/N,CEILANDIA SUL,(61) 2017 2078,"-15,846694","-48,123528",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap09cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
873,11061,5300100011061,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 11 DA CEILANDIA,UBS 11 CEILANDIA,,,E,,,,,4,2,72260744,EQNO 17 AREA ESPECIAL,17,CEILANDIA,(61) 34496209,"-15,79821","-48,133603",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap11cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
874,11088,5300100011088,53,530010,394700000108.0,POLICLINICA DA REGIAO DE SAUDE NORTE UNIDADE PLANALTINA,POLICLINICA DE PLANALTINA,,,E,,,,,4,4,73310000,AREA ESPECIAL ENTRE VIAS NS 01 WL04,S/N,PLANALTINA,(61) 3894408,,,3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",10.0,SIM
875,11096,5300100011096,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 3 PLANALTINA,UBS 3 PLANALTINA,,,E,,,,,4,2,73310902,SETOR HOSPITALAR AREA ESPECIAL S N,0,PLANALTINA,61 3449-5853,"-15,6247279","-47,6551879",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap01.plan@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
876,11118,5300100011118,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 DO GUARA,UBS 01 GUARA,,,E,,,,,3,2,71010006,QE 06 LOTE C AREA ESPECIAL,S/N,GUARA I,(61) 34495040,"-15,81994031","-47,98600674",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap1.guara@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
877,11126,5300100011126,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 DO NUCLEO BANDEIRANTE,UBS 01 NUCLEO BANDEIRANTE,,,E,,,,,4,2,71720585,3 AVENIDA AREA ESPECIAL N 3,3,NUCLEO BANDEIRANTE,(61) 21071145,"-15,8701175927","-47,9665972253",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
878,11134,5300100011134,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 02 DO RECANTO DAS EMAS,UBS 02 RECANTO DAS EMAS,,,E,,,,,4,2,72600200,QUADRA 102 AREA ESPECIAL,01,RECANTO DAS EMAS,,"-15,901553","-48,058533",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap2.rec@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
879,11142,5300100011142,53,530010,394700000108.0,CENTRO DE ORIENTACAO MEDICO PSICOPEDAGOGICO COMPP,CENTRO DE ORIENTACAO MEDICO PSICOPEDAGOGICO COMPP,,,E,,,,,4,36,70710100,SMHN QD 03 CONJ 01 CONJ A ED COMPP,S/N,ASA NORTE,(61)20171991,"-15,7845311655","-47,8869366646",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,colegcompp@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
880,11150,5300100011150,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 ASA SUL,UBS 1 ASA SUL,,,E,,,,,3,2,70200720,SGAS QUADRA 612 LOTES,S/N,ASA SUL,6134494806,"-15,8327733005","-47,9095074534",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap1asasul@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
881,11169,5300100011169,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 DO RIACHO FUNDO I,UBS 01 RIACHO FUNDO I,,,E,,,,,4,2,71805821,QN 09 AREA ESPECIAL 11 RIACHO FUNDO I,9,RIACHO FUNDO,(61) 21071145,"-15,8852451226","-48,0233967304",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,c103rf1@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
882,11177,5300100011177,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 LAGO NORTE,UBS 1 LAGO NORTE,,,E,,,,,4,2,71505600,SHIN QI 3,03,LAGO NORTE,6134494822,"-15,72591958","-47,873903811",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubs01.ln@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
883,11185,5300100011185,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 CANDANGOLANDIA,UBS 01 CANDANGOLANDIA,,,E,,,,,4,2,71725510,EQ 5 7 AREA ESPECIAL CANDANGOLANDIA,01,CANDANGOLANDIA,(61)20171145,"-15,8497726002","-47,9513847828",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap1.candanga@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
884,11193,5300100011193,53,530010,394700000108.0,CENTRAL DE RADIOLOGIA DE TAGUATINGA,CENTRAL DE RADIOLOGIA DE TAGUATINGA,,,E,,,,,4,39,72155000,QNG 10 AREA ESPECIAL,2,TAGUATINGA,,"-15,8017022756","-48,0651238561",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,crt.hrt@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
885,11207,5300100011207,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 10 DA CEILANDIA,UBS 10 CEILANDIA,,,E,,,,,3,2,72220120,QNN 12 AREA ESPECIAL 1,12,CEILANDIA SUL,(61)33713048,"-15,824358","-48,113465",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap10cei.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
886,11215,5300100011215,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 DE BRAZLANDIA,UBS 1 BRAZLANDIA,,,E,,,,,4,2,72710065,ENTRE QUADRA 6 8 AREA ESPECIAL 3 SETOR NORTE,3,SETOR NORTE,(61) 33913515,"-15,677171","-48,194983",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap01brz.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
887,11223,5300100011223,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 SOBRADINHO,UBS 1 SOBRADINHO,,,E,,,,,3,2,73050063,QUADRA 14 AREA ESPECIAL 22 23,01,SOBRADINHO,61 3449-5651,"-15,6508395733","-47,7819120884",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap01sob@hotmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
888,11231,5300100011231,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 SOBRADINHO,UBS 2 SOBRADINHO,,,E,,,,,3,2,73030030,QUADRA 3 AREA ESPECIAL ENTRE CONJUNTOS D E,01,SOBRADINHO,61 3449-5654,"-15,654831","-47,809573",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap2-sob.diraps@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
889,11258,5300100011258,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 SOBRADINHO II,UBS 1 SOBRADINHO II,,,E,,,,,3,2,73062712,AR 13 AREA ESPECIAL CONJUNTO 7 LOTE,1,SOBRADINHO II,61 3449-5675,"-15,6446124387","-47,8244492412",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap3-sob.diraps@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
890,11266,5300100011266,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 DO GUARA,UBS 02 GUARA,,,E,,,,,3,2,71025000,QE 23 LOTE C AREA ESPECIAL,S/N,GUARA II,(61) 20171145,"-15,8327655591","-47,9732769728",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,csgu02@hotmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
891,11274,5300100011274,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 3 DO GUARA,UBS 03 GUARA,,,E,,,,,3,2,71070380,QE 38 AREA ESPECIAL,S/N,GUARA II,(61) 20171145,"-15,8491946269","-47,9699939489",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap03.guara@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
892,11282,3158300011282,31,315830,18245183000170.0,MUNICIPIO DE SANTANA DA VARGEM,UBS DA COMUNIDADE DO PEAO,,,M,,,,,4,2,37195000,FAZENDA PEAO,S/N,ZONA RURAL,35 38581126,"-21,2475422799","-45,5276870728",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,saude@santanadavargem.mg.gov.br,1244,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
893,11304,5300100011304,53,530010,,NEPHRON BRASILIA SERVICOS MEDICOS LTDA,NEPHRON BRASILIA SERVICOS MEDICOS,,,E,,,,,4,36,72035505,Q CSG 05 LOTE 11,S/N,TAGUATINGA,30448650,"-15,7776137883","-47,9300665855",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",32911992000286.0,www.gruponephron.com.br,2062,"0,0","0,0","0,0","0,0","1,0","0,0",8.0,SIM
894,11312,5300100011312,53,530010,,DAVITA SERVICOS DE NEFROLOGIA JK LTDA,DAVITA JK,,,E,,,,,4,36,72115700,SETOR C NORTE AREA ESPECIAL 8 A 10 TERREO,4,TAGUATINGA NORTE,(61)35639186,"-15,8236305536","-48,0665025115",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",38033882000164.0,fabricia.oliveira1@davita.com,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
895,11320,5300100011320,53,530010,,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEFROLOGIA LTDA,DAVITA BRASIL PARTICIPACOES E SERVICOS DE NEFROLOGIA LTDA,,,E,,,,,4,4,70770500,SHLN BL F SALAS 406 407 408 409 410 E SALA 507,10,ASA NORTE,61-3273-3631,"-15,7347495222","-47,8955931054",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,23097104002377.0,CRISTIANO.CARMO@DAVITA.COM,2062,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
896,11339,5300100011339,53,530010,394700000108.0,FUNDACAO HEMOCENTRO DE BRASILIA,FUNDACAO HEMOCENTRO,,,E,,,,,4,69,70710908,SMHN QUADRA 03 CONJUNTO A BLOCO,03,ASA NORTE,(61)33274424,"-15,793889","-47,882778",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,86743457000101.0,rh@fhb.df.gov.br,1147,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
897,11347,5300100011347,53,530010,394700000108.0,ADOLESCENTRO BRASILIA,ADOLESCENTRO BRASILIA,,,E,,,,,4,36,70200650,SGAS 605,S/N,ASA SUL,(61)32421446,"-15,8165209628","-47,8891977668",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,adolescentro.df@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
898,11355,5300100011355,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 3 ASA NORTE,UBS 3 ASA NORTE VILA PLANALTO,,,E,,,,,4,2,70804190,RUA PIAU ACAMPAMENTO PACHECO FERNANDES,2,VILA PLANALTO,6134494834,"-15,7954229749","-47,8483450413",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,CSB15VILAPLANALTO@GMAIL.COM,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
899,11363,5300100011363,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 5 SAO SEBASTIAO,UBS 5 NOVA BETANIA SAO SEBASTIAO,,,E,,,,,4,2,71693990,DF 140 KM 7 5,S/N,JARDIM BOTANICO,,"-15,9909319514","-47,8132139809",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gerenciaapslestess3@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
900,11371,5300100011371,53,530010,394700000108.0,LABORATORIO CENTRAL DE SAUDE PUBLICA DO DISTRITO FEDERAL,LACEN DF,,,E,,,,,4,80,70830010,SGAN QUADRA 601 LOTES O P,000,ASA NORTE,(61)34494537,"-15,7845724625","-47,8711384535",6.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,lacen.df@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
901,11479,5300100011479,53,530010,394700000108.0,LABORATORIO REGIONAL DE CEILANDIA,LABORATORIO REGIONAL DE CEILANDIA,,,E,,,,,4,39,72240540,EQNP 7 11 AREA ESPECIAL,1,CEILANDIA,(61)35852622,"-15,8185054799","-48,1298589706",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,lrc@saude.df.gov.br,1023,,,,,"1,0","0,0",,SIM
902,11495,5300100011495,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 6 DE BRAZLANDIA,UBS 6 ALMECEGAS BRAZLANDIA,,,E,,,,,4,2,72799899,FAZENDA ALMECEGAS BR DF 180 DF 205 KM 05,S/N,BRAZLANDIA,34795157,"-15,538879","-48,168496",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap03brz.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
903,11509,5300100011509,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 7 DE BRAZLANDIA,UBS 7 INCRA 08 BRAZLANDIA,,,E,,,,,4,2,72720660,QUADRA 15 LOTE 02 LOJA 01 INCRA 08,S/N,INCRA 08,3540-1282,"-15,742424","-48,169646",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap03brz.oeste@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
904,11517,5300100011517,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 2 FERCAL,UBS 2 CATINGUEIRO FERCAL,,,E,,,,,4,2,73151010,RODOVIA DF 205 OESTE KM 13 NUCLEO RURAL,13,FERCAL,3449-5839,"-15,563422888","-47,9353113355",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap7s.norte@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
905,11525,5300100011525,53,530010,394700000108.0,POSTO DE SAUDE RURAL N 2 FERCAL,PSR 2 CORREGO DO OURO FERCAL,,,E,,,,,4,1,73060708,DF 205 OESTE NUCLEO RURAL CORREGO DO OURO,0,FERCAL,,"-15,5131864","-47,9229185",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap7s.norte@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
906,11541,5300100011541,53,530010,394700000108.0,POSTO DE SAUDE RURAL N 1 FERCAL,PSR 1 RUA DO MATO FERCAL,,,E,,,,,4,1,73007997,RODOVIA DF 150 KM 11 RUA DO MATO CHACARA,02,FERCAL,,"-15,6","-47,87",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap7s.norte@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",4.0,NAO
907,11568,5300100011568,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 3 SOBRADINHO,UBS 3 NOVA COLINA SOBRADINHO,,,E,,,,,3,2,73017017,AREA ESPECIAL NOVO SETOR DE MANSOES NOVA COLINA,0,SOBRADINHO,61 3449-5658,"-15,6480293","-47,7552849",4.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",,gsap4.sobradinho@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
908,11576,5300100011576,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 11 PLANALTINA,UBS 11 RAJADINHA PLANALTINA,,,E,,,,,3,2,73370992,NUCLEO RURAL RAJADINHA II RUA 2 LOTE 16 17,16,PLANALTINA,61 3449-5886,"-15,747268","-47,662576",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubs11-pla@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
909,11584,5300100011584,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 14 PLANALTINA,UBS 14 TABATINGA PLANALTINA,,,E,,,,,4,2,73307997,DF 120 NUCLEO RURAL TABATINGA S N,S/N,PLANALTINA,61 3449-5897,"-15,8203842","-47,5711038",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap5-pla.diraps@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
910,11592,5300100011592,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 16 PLANALTINA,UBS 16 PIPIRIPAU PLANALTINA,,,E,,,,,3,2,73307992,NUCLEO RURAL PIPIRIPAU II AREA ESPECIAL,S/N,PLANALTINA,61 3449-5901,"-15,534638","-47,511159",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,ubs16-pla@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
911,11606,5300100011606,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE 4 PARANOA,UBS 4 JARDIM II PARANOA,,,E,,,,,4,2,73370994,NUCLEO RURAL JARDIM II DF 285 KM 19,2,PARANOA,,"-16,0163440905","-47,379658517",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gesfparanoa@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
912,11614,5300100011614,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE 5 PARANOA,UBS 5 QUEBRADA DOS NERES,,,E,,,,,4,2,71570990,DF 130 KM 56 QUEBRADA DOS NERES PARANOA,S/N,PARANOA,,"-15,9079245263","-47,6088490446",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gesfparanoa@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
913,11622,5300100011622,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 13 PLANALTINA,UBS 13 SAO JOSE PLANALTINA,,,E,,,,,4,2,73499899,DF 250 NUCLEO RURAL SAO JOSE AREA ESPECIAL,0,PLANALTINA,61 3449-5894,"-15,704136","-47,373487",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gsap5-pla.diraps@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
914,11630,5300100011630,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE 8 PARANOA,UBS 8 PADDF PARANOA,,,E,,,,,4,2,71586000,COLONIA AGRICOLA BR 251 KM 07,250,PARANOA,,"-16,0134068271","-47,5584395825",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,gesfparanoa@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
915,11657,5300100011657,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 4 DO GUARA,UBS 04 GUARA,,,E,,,,,3,2,71100100,EQ 02 03 CONJUNTO LUCIO COSTA,S/N,GUARA I,(61) 20171145,"-15,8102214758","-47,9885494709",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,pslc@saude.df.gov.br,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
916,11665,5300100011665,53,530010,394700000108.0,LABORATORIO REGIONAL DO GUARA,LABORATORIO REGIONAL DO GUARA,,,E,,,,,4,39,71025000,QE 23 AREA ESPECIAL LT,1,GUARA II,(61) 35686462,"-15,8328016854","-47,9734325409",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,rqbento@hotmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
917,11673,3543900011673,35,354390,,LUCIANA ALVES OLIVEIRA SILVA,LUCIANA ALVES OLIVEIRA SILVA,,,M,,,,,4,22,13501030,RUA 02,113,CIDADE JARDIM,,"-22,4236067","-47,5538599",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,lucianaalvesmed@gmail.com,4000,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
918,11681,5300100011681,53,530010,394700000108.0,UNIDADE BASICA DE SAUDE N 1 PARK WAY,UBS 01 PARK WAY,,,E,,,,,4,2,71715520,AREA ESPECIAL VARGEM BONITA,S/N,PARK WAY,61 21071145,"-15,9304415164","-47,940020449",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,psfvargembonita@gmail.com,1023,"0,0","0,0","0,0","0,0","1,0","0,0",,SIM
919,11703,3543900011703,35,354390,,ROGERIO DE MORAES TERUEL,ROGERIO DE MORAES TERUEL,,,M,,,,,4,22,13504092,RUA 4,2658,VILA OPERARIA,,"-22,3963994863","-47,5656560759",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,drteruel@terra.com.br,4000,"0,0","0,0","0,0","0,0","0,0","0,0",,NAO
920,11711,3543900011711,35,354390,,IGOR ANDRE GRAETZ,IGOR ANDRE GRAETZ,,,M,,,,,4,22,13500240,RUA 11,1452,CENTRO,,"-22,394126343","-47,5762724876",3.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,,igor_graetz@hotmail.com,4000,"0,0","0,0","0,0","0,0","1,0","0,0",,NAO
